plume_id,plume_latitude,plume_longitude,datetime,ipcc_sector,gas,emission_cmf_type,plume_bounds,instrument,mission_phase,published_at,modified,emission_version,processing_software,gsd,sensitivity_mode,off_nadir,emission_auto,emission_uncertainty_auto,wind_speed_avg_auto,wind_speed_std_auto,wind_direction_avg_auto,wind_direction_std_auto,wind_source_auto,platform,provider,plume_tif,plume_png,con_tif,rgb_tif,rgb_png
GAO20201116t200233p0000-A,35.210419993503905,-119.58540958177174,2020-11-16T20:02:33+00,Electricity Generation (1A1),CO2,mfal,"[-119.59200899310234, 35.208155359813844, -119.5825519971352, 35.2158819521452]",GAO,production,2025-02-11 23:03:31.828517+00:00,2025-03-25 22:29:32.898510+00:00,v1,0.20.0,,,,28411.506347921993,11766.582243962728,1.74072265625,0.5813026048926642,59.44814491733901,9.894358194659466,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-co2-mfa-v002/2020/11/16/GAO20201116t200233p0000-A/GAO20201116t200233p0000-A_l3a-vis-co2-mfa-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-co2-mfa-v002/2020/11/16/GAO20201116t200233p0000-A/GAO20201116t200233p0000-A_l3a-vis-co2-mfa-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-co2-mfal-v1/2020/11/16/GAO20201116t200233p0000-A/GAO20201116t200233p0000-A_l3a-ime-co2-mfal-v1_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-co2-mfa-v002/2020/11/16/GAO20201116t200233p0000-A/GAO20201116t200233p0000-A_l3a-vis-co2-mfa-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-co2-mfa-v002/2020/11/16/GAO20201116t200233p0000-A/GAO20201116t200233p0000-A_l3a-vis-co2-mfa-v002_rgb.png
GAO20201116t200233p0000-B,35.209963014718866,-119.58542978085546,2020-11-16T20:02:33+00,Electricity Generation (1A1),CO2,mfal,"[-119.58839600473495, 35.20774517491899, -119.5827021823105, 35.21239727587601]",GAO,production,2025-02-11 23:03:31.828517+00:00,2025-03-25 22:34:54.654824+00:00,v1,0.20.0,,,,,,1.74072265625,0.5813026048926642,59.44814491733901,9.894358194659466,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-co2-mfa-v002/2020/11/16/GAO20201116t200233p0000-B/GAO20201116t200233p0000-B_l3a-vis-co2-mfa-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-co2-mfa-v002/2020/11/16/GAO20201116t200233p0000-B/GAO20201116t200233p0000-B_l3a-vis-co2-mfa-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-co2-mfal-v1/2020/11/16/GAO20201116t200233p0000-B/GAO20201116t200233p0000-B_l3a-ime-co2-mfal-v1_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-co2-mfa-v002/2020/11/16/GAO20201116t200233p0000-B/GAO20201116t200233p0000-B_l3a-vis-co2-mfa-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-co2-mfa-v002/2020/11/16/GAO20201116t200233p0000-B/GAO20201116t200233p0000-B_l3a-vis-co2-mfa-v002_rgb.png
GAO20201116t191541p0000-1,35.69711195,-119.7953678,2020-11-16T19:15:41+00,Oil & Gas (1B2),CH4,mf,"[-119.79806250480077, 35.69446642608231, -119.7923348491062, 35.69915839486225]",GAO,production,2023-05-14 20:31:24.153006+00:00,2025-03-25 23:23:06.730278+00:00,jpl,,,,,208.9321428,78.08741538,1.332,,,,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/16/GAO20201116t191541p0000-1/GAO20201116t191541p0000-1_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/16/GAO20201116t191541p0000-1/GAO20201116t191541p0000-1_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2020/11/16/GAO20201116t191541p0000-1/GAO20201116t191541p0000-1_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/16/GAO20201116t191541p0000-1/GAO20201116t191541p0000-1_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/16/GAO20201116t191541p0000-1/GAO20201116t191541p0000-1_l3a-vis-ch4-mf-v002_rgb.png
GAO20201116t190929p0000-4,35.58601621,-119.6978042,2020-11-16T19:09:29+00,Oil & Gas (1B2),CH4,mf,"[-119.70133872030354, 35.584655783191586, -119.69527047988169, 35.58959066786126]",GAO,production,2023-05-14 20:28:40.224732+00:00,2025-03-25 23:19:36.751890+00:00,jpl,,,,,57.82688301,18.06404866,1.664,,,,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/16/GAO20201116t190929p0000-4/GAO20201116t190929p0000-4_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/16/GAO20201116t190929p0000-4/GAO20201116t190929p0000-4_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2020/11/16/GAO20201116t190929p0000-4/GAO20201116t190929p0000-4_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/16/GAO20201116t190929p0000-4/GAO20201116t190929p0000-4_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/16/GAO20201116t190929p0000-4/GAO20201116t190929p0000-4_l3a-vis-ch4-mf-v002_rgb.png
GAO20201116t190929p0000-A,35.603208,-119.705238,2020-11-16T19:09:29+00,Oil & Gas (1B2),CH4,mf,"[-119.70913782558802, 35.601224761830785, -119.703366874518, 35.605876468719075]",GAO,production,2023-05-14 20:31:24.143018+00:00,2025-03-25 23:22:44.292947+00:00,jpl,,,,,411.5636817,114.7929212,1.596,,,,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/16/GAO20201116t190929p0000-A/GAO20201116t190929p0000-A_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/16/GAO20201116t190929p0000-A/GAO20201116t190929p0000-A_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2020/11/16/GAO20201116t190929p0000-A/GAO20201116t190929p0000-A_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/16/GAO20201116t190929p0000-A/GAO20201116t190929p0000-A_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/16/GAO20201116t190929p0000-A/GAO20201116t190929p0000-A_l3a-vis-ch4-mf-v002_rgb.png
GAO20201116t190329p0000-A,35.603175,-119.705364,2020-11-16T19:03:29+00,Oil & Gas (1B2),CH4,mf,"[-119.70933211693588, 35.60105705508156, -119.70361080033088, 35.60574931464917]",GAO,production,2023-05-14 20:31:24.137463+00:00,2025-03-25 23:22:32.708661+00:00,jpl,,,,,329.471194,115.223503,1.596,,,,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/16/GAO20201116t190329p0000-A/GAO20201116t190329p0000-A_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/16/GAO20201116t190329p0000-A/GAO20201116t190329p0000-A_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2020/11/16/GAO20201116t190329p0000-A/GAO20201116t190329p0000-A_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/16/GAO20201116t190329p0000-A/GAO20201116t190329p0000-A_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/16/GAO20201116t190329p0000-A/GAO20201116t190329p0000-A_l3a-vis-ch4-mf-v002_rgb.png
GAO20201116t184354p0000-A,35.473255,-119.058092,2020-11-16T18:43:54+00,Oil & Gas (1B2),CH4,mf,"[-119.06115036660144, 35.47099185977732, -119.05538660718167, 35.47564531903127]",GAO,production,2023-05-14 20:27:47.137758+00:00,2025-03-25 23:18:12.213648+00:00,jpl,,,,,274.7789591,197.9099045,2.938,,,,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/16/GAO20201116t184354p0000-A/GAO20201116t184354p0000-A_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/16/GAO20201116t184354p0000-A/GAO20201116t184354p0000-A_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2020/11/16/GAO20201116t184354p0000-A/GAO20201116t184354p0000-A_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/16/GAO20201116t184354p0000-A/GAO20201116t184354p0000-A_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/16/GAO20201116t184354p0000-A/GAO20201116t184354p0000-A_l3a-vis-ch4-mf-v002_rgb.png
GAO20201116t183823p0000-A,35.507601,-119.074227,2020-11-16T18:38:23+00,Oil & Gas (1B2),CH4,mf,"[-119.07691066789798, 35.50528496776239, -119.07114451024182, 35.50993837688715]",GAO,production,2023-05-14 20:31:24.148675+00:00,2025-03-25 23:22:55.936645+00:00,jpl,,,,,180.9965397,34.09036846,2.827,,,,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/16/GAO20201116t183823p0000-A/GAO20201116t183823p0000-A_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/16/GAO20201116t183823p0000-A/GAO20201116t183823p0000-A_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2020/11/16/GAO20201116t183823p0000-A/GAO20201116t183823p0000-A_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/16/GAO20201116t183823p0000-A/GAO20201116t183823p0000-A_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/16/GAO20201116t183823p0000-A/GAO20201116t183823p0000-A_l3a-vis-ch4-mf-v002_rgb.png
GAO20201116t183823p0000-B,35.500718,-119.07109,2020-11-16T18:38:23+00,Oil & Gas (1B2),CH4,mf,"[-119.07381153582199, 35.49864383626779, -119.06814537840162, 35.50325668837883]",GAO,production,2023-05-14 20:26:01.088312+00:00,2025-03-25 22:39:41.270764+00:00,jpl,,,,,241.7232171,95.54931162,2.827,,,,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/16/GAO20201116t183823p0000-B/GAO20201116t183823p0000-B_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/16/GAO20201116t183823p0000-B/GAO20201116t183823p0000-B_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2020/11/16/GAO20201116t183823p0000-B/GAO20201116t183823p0000-B_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/16/GAO20201116t183823p0000-B/GAO20201116t183823p0000-B_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/16/GAO20201116t183823p0000-B/GAO20201116t183823p0000-B_l3a-vis-ch4-mf-v002_rgb.png
GAO20201116t183823p0000-C,35.473446,-119.057975,2020-11-16T18:38:23+00,Oil & Gas (1B2),CH4,mf,"[-119.06055538990886, 35.47100218869993, -119.05484156783331, 35.47569590586672]",GAO,production,2023-05-14 20:26:01.105592+00:00,2025-03-25 23:16:03.012903+00:00,jpl,,,,,309.5832252,123.7611454,2.938,,,,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/16/GAO20201116t183823p0000-C/GAO20201116t183823p0000-C_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/16/GAO20201116t183823p0000-C/GAO20201116t183823p0000-C_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2020/11/16/GAO20201116t183823p0000-C/GAO20201116t183823p0000-C_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/16/GAO20201116t183823p0000-C/GAO20201116t183823p0000-C_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/16/GAO20201116t183823p0000-C/GAO20201116t183823p0000-C_l3a-vis-ch4-mf-v002_rgb.png
GAO20201116t183823p0000-D,35.46578024,-119.0395841,2020-11-16T18:38:23+00,Oil & Gas (1B2),CH4,mf,"[-119.04067801509312, 35.46307372090725, -119.03436836964663, 35.46817223424934]",GAO,production,2023-05-14 20:26:01.099387+00:00,2025-03-25 23:15:48.619685+00:00,jpl,,,,,291.4071418,84.4472473,2.931,,,,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/16/GAO20201116t183823p0000-D/GAO20201116t183823p0000-D_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/16/GAO20201116t183823p0000-D/GAO20201116t183823p0000-D_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2020/11/16/GAO20201116t183823p0000-D/GAO20201116t183823p0000-D_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/16/GAO20201116t183823p0000-D/GAO20201116t183823p0000-D_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/16/GAO20201116t183823p0000-D/GAO20201116t183823p0000-D_l3a-vis-ch4-mf-v002_rgb.png
GAO20201116t183236p0000-A,35.539898,-119.089043,2020-11-16T18:32:36+00,Oil & Gas (1B2),CH4,mf,"[-119.09326261794948, 35.535384209152994, -119.08545566465048, 35.54173691843857]",GAO,production,2023-05-14 20:30:29.988020+00:00,2025-03-25 23:21:47.780859+00:00,jpl,,,,,877.9622931,249.7465298,2.723,,,,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/16/GAO20201116t183236p0000-A/GAO20201116t183236p0000-A_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/16/GAO20201116t183236p0000-A/GAO20201116t183236p0000-A_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mf-v1/2020/11/16/GAO20201116t183236p0000-A/GAO20201116t183236p0000-A_l3a-ime-ch4-mf-v1_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/16/GAO20201116t183236p0000-A/GAO20201116t183236p0000-A_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/16/GAO20201116t183236p0000-A/GAO20201116t183236p0000-A_l3a-vis-ch4-mf-v002_rgb.png
GAO20201116t183236p0000-B,35.454601423633534,-119.00218994590887,2020-11-16T18:32:36+00,Electricity Generation (1A1),CO2,mfal,"[-119.0049483451271, 35.45246421597727, -118.99923555864271, 35.45711770026593]",GAO,production,2025-02-11 23:03:31.828517+00:00,2025-03-25 22:29:34.902703+00:00,v1,0.20.0,,,,87414.8993966864,31799.739126279594,3.1263020833333335,0.5072070041326644,312.6668391353179,5.208188824301715,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-co2-mfa-v002/2020/11/16/GAO20201116t183236p0000-B/GAO20201116t183236p0000-B_l3a-vis-co2-mfa-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-co2-mfa-v002/2020/11/16/GAO20201116t183236p0000-B/GAO20201116t183236p0000-B_l3a-vis-co2-mfa-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-co2-mfal-v1/2020/11/16/GAO20201116t183236p0000-B/GAO20201116t183236p0000-B_l3a-ime-co2-mfal-v1_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-co2-mfa-v002/2020/11/16/GAO20201116t183236p0000-B/GAO20201116t183236p0000-B_l3a-vis-co2-mfa-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-co2-mfa-v002/2020/11/16/GAO20201116t183236p0000-B/GAO20201116t183236p0000-B_l3a-vis-co2-mfa-v002_rgb.png
GAO20201116t183236p0000-C,35.45575711405479,-119.00264799570328,2020-11-16T18:32:36+00,Electricity Generation (1A1),CO2,mfal,"[-119.00585330353616, 35.45496448822064, -119.00014046857277, 35.459658330375255]",GAO,production,2023-11-29 05:22:32.791317+00:00,2025-03-25 22:39:38.177224+00:00,v1,0.13.1,,,,36670.7329145423,10586.444282240283,3.1263020833333335,0.5072070041326644,312.69050121554545,5.218234465049619,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-co2-mfa-v002/2020/11/16/GAO20201116t183236p0000-C/GAO20201116t183236p0000-C_l3a-vis-co2-mfa-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-co2-mfa-v002/2020/11/16/GAO20201116t183236p0000-C/GAO20201116t183236p0000-C_l3a-vis-co2-mfa-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-co2-mfal-v1/2020/11/16/GAO20201116t183236p0000-C/GAO20201116t183236p0000-C_l3a-ime-co2-mfal-v1_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-co2-mfa-v002/2020/11/16/GAO20201116t183236p0000-C/GAO20201116t183236p0000-C_l3a-vis-co2-mfa-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-co2-mfa-v002/2020/11/16/GAO20201116t183236p0000-C/GAO20201116t183236p0000-C_l3a-vis-co2-mfa-v002_rgb.png
GAO20201116t183236p0000-D,35.42949627013057,-118.99334548903167,2020-11-16T18:32:36+00,Electricity Generation (1A1),CO2,mfal,"[-118.99620787102097, 35.428541149744746, -118.98885796211121, 35.43452992046777]",GAO,production,2025-02-11 23:03:31.828517+00:00,2025-03-25 22:29:35.261363+00:00,v1,0.20.0,,,,75171.86896792447,18027.34577275632,3.0540364583333335,0.5120425118175445,304.6636692882097,4.79067836505435,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-co2-mfa-v002/2020/11/16/GAO20201116t183236p0000-D/GAO20201116t183236p0000-D_l3a-vis-co2-mfa-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-co2-mfa-v002/2020/11/16/GAO20201116t183236p0000-D/GAO20201116t183236p0000-D_l3a-vis-co2-mfa-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-co2-mfal-v1/2020/11/16/GAO20201116t183236p0000-D/GAO20201116t183236p0000-D_l3a-ime-co2-mfal-v1_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-co2-mfa-v002/2020/11/16/GAO20201116t183236p0000-D/GAO20201116t183236p0000-D_l3a-vis-co2-mfa-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-co2-mfa-v002/2020/11/16/GAO20201116t183236p0000-D/GAO20201116t183236p0000-D_l3a-vis-co2-mfa-v002_rgb.png
GAO20201116t182106p0000-A,35.515998,-119.038878,2020-11-16T18:21:06+00,Oil & Gas (1B2),CH4,mf,"[-119.0422934185678, 35.51362286054894, -119.03652657461873, 35.518276340252285]",GAO,production,2023-05-14 20:29:35.893956+00:00,2025-03-25 23:20:16.111605+00:00,jpl,,,,,259.6416956,79.60433909,2.696,,,,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/16/GAO20201116t182106p0000-A/GAO20201116t182106p0000-A_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/16/GAO20201116t182106p0000-A/GAO20201116t182106p0000-A_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2020/11/16/GAO20201116t182106p0000-A/GAO20201116t182106p0000-A_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/16/GAO20201116t182106p0000-A/GAO20201116t182106p0000-A_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/16/GAO20201116t182106p0000-A/GAO20201116t182106p0000-A_l3a-vis-ch4-mf-v002_rgb.png
GAO20201116t180359p0000-A,35.58557768,-119.0441086,2020-11-16T18:03:59+00,Oil & Gas (1B2),CH4,mf,"[-119.04687660588563, 35.58267073956973, -119.04115485402004, 35.58736443405815]",GAO,production,2023-05-14 20:28:40.212671+00:00,2025-03-25 23:19:06.977145+00:00,jpl,,,,,113.1674544,34.49226682,2.356,,,,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/16/GAO20201116t180359p0000-A/GAO20201116t180359p0000-A_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/16/GAO20201116t180359p0000-A/GAO20201116t180359p0000-A_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mf-v1/2020/11/16/GAO20201116t180359p0000-A/GAO20201116t180359p0000-A_l3a-ime-ch4-mf-v1_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/16/GAO20201116t180359p0000-A/GAO20201116t180359p0000-A_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/16/GAO20201116t180359p0000-A/GAO20201116t180359p0000-A_l3a-vis-ch4-mf-v002_rgb.png
GAO20201116t180359p0000-B,35.577112469794315,-119.00636193038366,2020-11-16T18:03:59+00,Electricity Generation (1A1),CO2,mfal,"[-119.00938581168765, 35.57490182560985, -119.00371414062744, 35.5795147786459]",GAO,production,2025-02-11 23:03:31.828517+00:00,2025-03-25 23:13:28.929438+00:00,v1,0.20.0,,,,,,2.2405598958333335,0.33723738386107077,327.91742458183165,3.5206160560648865,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-co2-mfa-v002/2020/11/16/GAO20201116t180359p0000-B/GAO20201116t180359p0000-B_l3a-vis-co2-mfa-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-co2-mfa-v002/2020/11/16/GAO20201116t180359p0000-B/GAO20201116t180359p0000-B_l3a-vis-co2-mfa-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-co2-mfal-v1/2020/11/16/GAO20201116t180359p0000-B/GAO20201116t180359p0000-B_l3a-ime-co2-mfal-v1_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-co2-mfa-v002/2020/11/16/GAO20201116t180359p0000-B/GAO20201116t180359p0000-B_l3a-vis-co2-mfa-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-co2-mfa-v002/2020/11/16/GAO20201116t180359p0000-B/GAO20201116t180359p0000-B_l3a-vis-co2-mfa-v002_rgb.png
GAO20201116t180108p0000-1,35.49228946,-118.8967015,2020-11-16T18:01:08+00,Oil & Gas (1B2),CH4,mf,"[-118.89932656786131, 35.48986786791117, -118.89356104906872, 35.49452165457027]",GAO,production,2023-05-14 20:31:24.164856+00:00,2025-03-25 23:23:37.477065+00:00,jpl,,,,,303.2898505,137.6135762,1.62,,,,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/16/GAO20201116t180108p0000-1/GAO20201116t180108p0000-1_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/16/GAO20201116t180108p0000-1/GAO20201116t180108p0000-1_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2020/11/16/GAO20201116t180108p0000-1/GAO20201116t180108p0000-1_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/16/GAO20201116t180108p0000-1/GAO20201116t180108p0000-1_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/16/GAO20201116t180108p0000-1/GAO20201116t180108p0000-1_l3a-vis-ch4-mf-v002_rgb.png
