emi20231201t201023p13003-A,plume_latitude,plume_longitude,datetime,ipcc_sector,gas,emission_cmf_type,plume_bounds,instrument,mission_phase,published_at,modified,emission_version,processing_software,gsd,sensitivity_mode,off_nadir,emission_auto,emission_uncertainty_auto,wind_speed_avg_auto,wind_speed_std_auto,wind_direction_avg_auto,wind_direction_std_auto,wind_source_auto,platform,provider,plume_tif,plume_png,con_tif,rgb_tif,rgb_png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAO20230623t203235p0000-A,37.4580273529816,-121.938747397995,2023-06-23T21:06:05+00,Solid Waste (6A),CH4,mf,"[-121.94239122970545, 37.45386131165488, -121.9321993627107, 37.46195161938625]",GAO,production,2023-10-02 18:34:10.566607+00:00,2025-03-25 23:01:02.180200+00:00,v1,,,,,2252.9689331246,632.377763952879,5.30078125,1.0078125,322.629638671875,12.9307928085327,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/23/GAO20230623t210605p0000-C/GAO20230623t210605p0000-C_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/23/GAO20230623t210605p0000-C/GAO20230623t210605p0000-C_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2023/06/23/GAO20230623t210605p0000-C/GAO20230623t210605p0000-C_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/23/GAO20230623t210605p0000-C/GAO20230623t210605p0000-C_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/23/GAO20230623t210605p0000-C/GAO20230623t210605p0000-C_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAO20230623t202029p0000-A,38.1657829316544,-122.565410434101,2023-06-23T20:32:35+00,Solid Waste (6A),CH4,mf,"[-122.56730954091037, 38.16366940677191, -122.56278526289356, 38.167258006603284]",GAO,production,2023-10-02 18:34:10.458961+00:00,2025-03-25 22:49:09.813632+00:00,v1,,,,,77.7510795410145,44.9475694623412,1.40625,0.71240234375,210.370376586914,85.0752792358398,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/23/GAO20230623t203235p0000-A/GAO20230623t203235p0000-A_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/23/GAO20230623t203235p0000-A/GAO20230623t203235p0000-A_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2023/06/23/GAO20230623t203235p0000-A/GAO20230623t203235p0000-A_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/23/GAO20230623t203235p0000-A/GAO20230623t203235p0000-A_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/23/GAO20230623t203235p0000-A/GAO20230623t203235p0000-A_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAO20230623t202029p0000-B,38.3101143308915,-121.829853094374,2023-06-23T20:20:29+00,Solid Waste (6A),CH4,mf,"[-121.83139147563782, 38.30800330427451, -121.8268186196981, 38.31156001434469]",GAO,production,2023-10-02 18:34:11.420698+00:00,2025-03-25 22:49:32.346123+00:00,v1,,,,,154.100660367844,59.8614194324477,5.125,0.252197265625,251.226852416992,3.66446232795715,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/23/GAO20230623t202029p0000-A/GAO20230623t202029p0000-A_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/23/GAO20230623t202029p0000-A/GAO20230623t202029p0000-A_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2023/06/23/GAO20230623t202029p0000-A/GAO20230623t202029p0000-A_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/23/GAO20230623t202029p0000-A/GAO20230623t202029p0000-A_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/23/GAO20230623t202029p0000-A/GAO20230623t202029p0000-A_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAO20230623t192244p0000-A,38.3125334356005,-121.825838275983,2023-06-23T20:20:29+00,Solid Waste (6A),CH4,mf,"[-121.82796176889299, 38.309610794843344, -121.82146316055497, 38.31467841933638]",GAO,production,2023-10-02 18:34:11.468023+00:00,2025-03-25 23:04:13.627283+00:00,v1,,,,,48.8100540544284,17.3690069638878,5.125,0.252197265625,251.226852416992,3.66446232795715,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/23/GAO20230623t202029p0000-B/GAO20230623t202029p0000-B_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/23/GAO20230623t202029p0000-B/GAO20230623t202029p0000-B_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2023/06/23/GAO20230623t202029p0000-B/GAO20230623t202029p0000-B_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/23/GAO20230623t202029p0000-B/GAO20230623t202029p0000-B_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/23/GAO20230623t202029p0000-B/GAO20230623t202029p0000-B_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAO20230623t191715p0000-A,38.2149489816639,-121.980533904519,2023-06-23T19:22:44+00,Solid Waste (6A),CH4,mf,"[-121.9835132721969, 38.21284168627701, -121.97509997523497, 38.21945186718042]",GAO,production,2023-10-02 18:34:11.514124+00:00,2025-03-25 23:00:35.086180+00:00,v1,,,,,303.449427699274,91.1213663936315,4.984375,0.224853515625,256.185180664062,3.75360488891602,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/23/GAO20230623t192244p0000-A/GAO20230623t192244p0000-A_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/23/GAO20230623t192244p0000-A/GAO20230623t192244p0000-A_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2023/06/23/GAO20230623t192244p0000-A/GAO20230623t192244p0000-A_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/23/GAO20230623t192244p0000-A/GAO20230623t192244p0000-A_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/23/GAO20230623t192244p0000-A/GAO20230623t192244p0000-A_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAO20230623t191715p0000-B,37.9938568365659,-121.938584355213,2023-06-23T19:17:15+00,Solid Waste (6A),CH4,mf,"[-121.94040851865756, 37.99237845485984, -121.93589492050478, 37.995966979632264]",GAO,production,2023-10-02 18:34:11.536550+00:00,2025-03-25 22:44:44.299152+00:00,v1,,,,,255.514563731909,54.9721215796933,4.1640625,0.52783203125,270.754638671875,15.1798810958862,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/23/GAO20230623t191715p0000-A/GAO20230623t191715p0000-A_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/23/GAO20230623t191715p0000-A/GAO20230623t191715p0000-A_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2023/06/23/GAO20230623t191715p0000-A/GAO20230623t191715p0000-A_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/23/GAO20230623t191715p0000-A/GAO20230623t191715p0000-A_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/23/GAO20230623t191715p0000-A/GAO20230623t191715p0000-A_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAO20230623t191715p0000-D,37.9898320225433,-121.936761366744,2023-06-23T19:17:15+00,Solid Waste (6A),CH4,mf,"[-121.93935737198055, 37.98776580334764, -121.93264737089879, 37.99308552423852]",GAO,production,2023-10-02 18:34:11.560126+00:00,2025-03-25 23:00:36.895641+00:00,v1,,,,,205.776571087926,57.1684896662897,4.34375,0.64208984375,267.430541992187,11.0667343139648,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/23/GAO20230623t191715p0000-B/GAO20230623t191715p0000-B_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/23/GAO20230623t191715p0000-B/GAO20230623t191715p0000-B_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2023/06/23/GAO20230623t191715p0000-B/GAO20230623t191715p0000-B_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/23/GAO20230623t191715p0000-B/GAO20230623t191715p0000-B_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/23/GAO20230623t191715p0000-B/GAO20230623t191715p0000-B_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAO20230623t190929p0000-A,37.9959993804066,-121.935199866688,2023-06-23T19:17:15+00,Solid Waste (6A),CH4,mf,"[-121.93748263073228, 37.99342645539951, -121.93093190034826, 37.99855730589064]",GAO,production,2023-10-02 18:34:11.584348+00:00,2025-03-25 22:52:25.782063+00:00,v1,,,,,422.547603994837,69.393841643962,4.1640625,0.52783203125,270.754638671875,15.1798810958862,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/23/GAO20230623t191715p0000-D/GAO20230623t191715p0000-D_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/23/GAO20230623t191715p0000-D/GAO20230623t191715p0000-D_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2023/06/23/GAO20230623t191715p0000-D/GAO20230623t191715p0000-D_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/23/GAO20230623t191715p0000-D/GAO20230623t191715p0000-D_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/23/GAO20230623t191715p0000-D/GAO20230623t191715p0000-D_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAO20230623t190929p0000-B,37.7578854631827,-121.640886733848,2023-06-23T19:09:29+00,Solid Waste (6A),CH4,mf,"[-121.64339089246849, 37.75524681885164, -121.6328800308323, 37.763556591519844]",GAO,production,2023-10-02 18:34:10.887696+00:00,2025-03-25 23:00:25.578446+00:00,v1,,,,,1208.74874277927,471.549560253454,2.662109375,0.90087890625,261.523162841797,15.7978410720825,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/23/GAO20230623t190929p0000-A/GAO20230623t190929p0000-A_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/23/GAO20230623t190929p0000-A/GAO20230623t190929p0000-A_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2023/06/23/GAO20230623t190929p0000-A/GAO20230623t190929p0000-A_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/23/GAO20230623t190929p0000-A/GAO20230623t190929p0000-A_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/23/GAO20230623t190929p0000-A/GAO20230623t190929p0000-A_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAO20230623t190929p0000-C,37.7566552457181,-121.643831673866,2023-06-23T19:09:29+00,Solid Waste (6A),CH4,mf,"[-121.64630441003983, 37.75476961767376, -121.64168612851275, 37.758389443274055]",GAO,production,2023-10-02 18:34:11.187012+00:00,2025-03-25 23:00:29.109584+00:00,v1,,,,,,,2.662109375,0.90087890625,261.523162841797,15.7978410720825,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/23/GAO20230623t190929p0000-B/GAO20230623t190929p0000-B_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/23/GAO20230623t190929p0000-B/GAO20230623t190929p0000-B_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2023/06/23/GAO20230623t190929p0000-B/GAO20230623t190929p0000-B_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/23/GAO20230623t190929p0000-B/GAO20230623t190929p0000-B_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/23/GAO20230623t190929p0000-B/GAO20230623t190929p0000-B_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAO20230622t201031p0000-A,37.7587425447212,-121.643098511962,2023-06-23T19:09:29+00,Solid Waste (6A),CH4,mf,"[-121.64518901803858, 37.754606709936354, -121.63260778657411, 37.764521796098414]",GAO,production,2023-10-02 18:34:11.218932+00:00,2025-03-25 23:03:13.823918+00:00,v1,,,,,70.0712145916864,46.3942020759135,2.662109375,0.90087890625,261.523162841797,15.7978410720825,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/23/GAO20230623t190929p0000-C/GAO20230623t190929p0000-C_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/23/GAO20230623t190929p0000-C/GAO20230623t190929p0000-C_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2023/06/23/GAO20230623t190929p0000-C/GAO20230623t190929p0000-C_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/23/GAO20230623t190929p0000-C/GAO20230623t190929p0000-C_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/23/GAO20230623t190929p0000-C/GAO20230623t190929p0000-C_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAO20230622t195146p0000-B,36.7241846293457,-120.234873184469,2023-06-22T20:10:31+00,Livestock (4B),CH4,mf,"[-120.23750171857243, 36.722094622942336, -120.2329480794515, 36.72574448345844]",GAO,production,2023-10-02 18:34:08.982311+00:00,2025-03-25 23:00:15.261088+00:00,v1,,,,,599.749235769938,155.556117244178,2.654296875,0.2476806640625,344.75,4.35464859008789,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/22/GAO20230622t201031p0000-A/GAO20230622t201031p0000-A_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/22/GAO20230622t201031p0000-A/GAO20230622t201031p0000-A_l3a-vis-ch4-mf-v002_plume.png,,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/22/GAO20230622t201031p0000-A/GAO20230622t201031p0000-A_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/22/GAO20230622t201031p0000-A/GAO20230622t201031p0000-A_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAO20230622t195146p0000-F,36.4551942113593,-119.397803417498,2023-06-22T19:51:46+00,Livestock (4B),CH4,mf,"[-119.39929867275495, 36.454138743515976, -119.39476302573505, 36.457786827007446]",GAO,production,2023-10-02 18:34:09.317891+00:00,2025-03-25 23:00:15.763526+00:00,v1,,,,,24.6387255643491,6.94586801446546,2.21875,0.41552734375,229.796295166016,15.5372591018677,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/22/GAO20230622t195146p0000-B/GAO20230622t195146p0000-B_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/22/GAO20230622t195146p0000-B/GAO20230622t195146p0000-B_l3a-vis-ch4-mf-v002_plume.png,,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/22/GAO20230622t195146p0000-B/GAO20230622t195146p0000-B_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/22/GAO20230622t195146p0000-B/GAO20230622t195146p0000-B_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAO20230622t195146p0000-H,36.4388315511606,-119.40249683896,2023-06-22T19:51:46+00,Livestock (4B),CH4,mf,"[-119.40505118372268, 36.436935285639954, -119.40047722851935, 36.440614996075354]",GAO,production,2023-10-02 18:34:09.624469+00:00,2025-03-25 23:00:19.139325+00:00,v1,,,,,107.685678920819,47.7950014675292,2.3984375,0.333740234375,233.449081420898,14.7435750961304,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/22/GAO20230622t195146p0000-F/GAO20230622t195146p0000-F_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/22/GAO20230622t195146p0000-F/GAO20230622t195146p0000-F_l3a-vis-ch4-mf-v002_plume.png,,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/22/GAO20230622t195146p0000-F/GAO20230622t195146p0000-F_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/22/GAO20230622t195146p0000-F/GAO20230622t195146p0000-F_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAO20230622t195146p0000-I,36.2633932081249,-119.626224878398,2023-06-22T19:51:46+00,Livestock (4B),CH4,mf,"[-119.62854284409005, 36.26143056913457, -119.62362745444153, 36.26542533213451]",GAO,production,2023-10-02 18:34:15.694491+00:00,2025-03-25 22:50:17.618466+00:00,v1,,,,,126.662021723977,39.3638241497529,2.060546875,0.361083984375,280.337951660156,16.1334800720215,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/22/GAO20230622t195146p0000-H/GAO20230622t195146p0000-H_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/22/GAO20230622t195146p0000-H/GAO20230622t195146p0000-H_l3a-vis-ch4-mf-v002_plume.png,,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/22/GAO20230622t195146p0000-H/GAO20230622t195146p0000-H_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/22/GAO20230622t195146p0000-H/GAO20230622t195146p0000-H_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAO20230622t195146p0000-J,36.2248765838235,-119.686831112443,2023-06-22T19:51:46+00,Livestock (4B),CH4,mf,"[-119.68951756022261, 36.22090645601778, -119.6813291222665, 36.227512156447354]",GAO,production,2023-10-02 18:34:09.645308+00:00,2025-03-25 22:36:42.888126+00:00,v1,,,,,346.130526329239,178.927863302036,2.103515625,0.85546875,265.564819335937,31.6156997680664,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/22/GAO20230622t195146p0000-I/GAO20230622t195146p0000-I_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/22/GAO20230622t195146p0000-I/GAO20230622t195146p0000-I_l3a-vis-ch4-mf-v002_plume.png,,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/22/GAO20230622t195146p0000-I/GAO20230622t195146p0000-I_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/22/GAO20230622t195146p0000-I/GAO20230622t195146p0000-I_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAO20230622t194246p0000-A,36.207877249248,-119.696644974366,2023-06-22T19:51:46+00,Livestock (4B),CH4,mf,"[-119.69918001606824, 36.20697904521084, -119.6945406175438, 36.210722432378326]",GAO,production,2023-10-02 18:34:09.666451+00:00,2025-03-25 22:36:48.295840+00:00,v1,,,,,381.823666165834,233.82838405936,2.123046875,0.828125,257.444458007812,32.0093383789062,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/22/GAO20230622t195146p0000-J/GAO20230622t195146p0000-J_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/22/GAO20230622t195146p0000-J/GAO20230622t195146p0000-J_l3a-vis-ch4-mf-v002_plume.png,,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/22/GAO20230622t195146p0000-J/GAO20230622t195146p0000-J_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/22/GAO20230622t195146p0000-J/GAO20230622t195146p0000-J_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAO20230622t194246p0000-B,36.2076858536966,-119.696716550623,2023-06-22T19:42:46+00,Livestock (4B),CH4,mf,"[-119.69952782098818, 36.206139279696906, -119.69500562840037, 36.20978813837653]",GAO,production,2023-10-02 18:34:15.293660+00:00,2025-03-25 23:01:09.389927+00:00,v1,,,,,261.686942282728,110.074931494409,2.123046875,0.828125,257.444458007812,32.0093383789062,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/22/GAO20230622t194246p0000-A/GAO20230622t194246p0000-A_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/22/GAO20230622t194246p0000-A/GAO20230622t194246p0000-A_l3a-vis-ch4-mf-v002_plume.png,,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/22/GAO20230622t194246p0000-A/GAO20230622t194246p0000-A_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/22/GAO20230622t194246p0000-A/GAO20230622t194246p0000-A_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAO20230622t194246p0000-C,36.2317240995196,-119.658699639551,2023-06-22T19:42:46+00,Livestock (4B),CH4,mf,"[-119.66073066936063, 36.22988246808355, -119.65620722118425, 36.23353123225625]",GAO,production,2023-10-02 18:34:15.324758+00:00,2025-03-25 23:01:11.120268+00:00,v1,,,,,411.133608710065,186.184897734476,2.109375,0.80517578125,271.875,28.797384262085,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/22/GAO20230622t194246p0000-B/GAO20230622t194246p0000-B_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/22/GAO20230622t194246p0000-B/GAO20230622t194246p0000-B_l3a-vis-ch4-mf-v002_plume.png,,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/22/GAO20230622t194246p0000-B/GAO20230622t194246p0000-B_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/22/GAO20230622t194246p0000-B/GAO20230622t194246p0000-B_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
