emi20231201t201023p13003-A,plume_latitude,plume_longitude,datetime,ipcc_sector,gas,emission_cmf_type,plume_bounds,instrument,mission_phase,published_at,modified,emission_version,processing_software,gsd,sensitivity_mode,off_nadir,emission_auto,emission_uncertainty_auto,wind_speed_avg_auto,wind_speed_std_auto,wind_direction_avg_auto,wind_direction_std_auto,wind_source_auto,platform,provider,plume_tif,plume_png,con_tif,rgb_tif,rgb_png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAO20201110t202518p0000-A,35.29299764,-119.5409529,2020-11-10T20:35:13+00,Oil & Gas (1B2),CH4,mf,"[-119.54745412936471, 35.28455868982798, -119.53555925756169, 35.294308263934354]",GAO,production,2023-05-14 20:30:29.999656+00:00,2025-03-25 23:22:19.107253+00:00,jpl,,,,,567.8546381,206.3953903,2.438,,,,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/10/GAO20201110t203513p0000-4/GAO20201110t203513p0000-4_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/10/GAO20201110t203513p0000-4/GAO20201110t203513p0000-4_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2020/11/10/GAO20201110t203513p0000-4/GAO20201110t203513p0000-4_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/10/GAO20201110t203513p0000-4/GAO20201110t203513p0000-4_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/10/GAO20201110t203513p0000-4/GAO20201110t203513p0000-4_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAO20201110t195615p0000-1,35.31300497,-119.5673616,2020-11-10T20:25:18+00,Oil & Gas (1B2),CH4,mf,"[-119.5698862997948, 35.31027685485016, -119.56418526306449, 35.31492896047146]",GAO,production,2023-05-14 20:26:54.217967+00:00,2025-03-25 23:17:09.411034+00:00,jpl,,,,,135.5599982,48.85798594,2.504,,,,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/10/GAO20201110t202518p0000-A/GAO20201110t202518p0000-A_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/10/GAO20201110t202518p0000-A/GAO20201110t202518p0000-A_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2020/11/10/GAO20201110t202518p0000-A/GAO20201110t202518p0000-A_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/10/GAO20201110t202518p0000-A/GAO20201110t202518p0000-A_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/10/GAO20201110t202518p0000-A/GAO20201110t202518p0000-A_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAO20201110t195615p0000-A,35.27453355,-119.4368963,2020-11-10T19:56:15+00,Oil & Gas (1B2),CH4,mf,"[-119.44014848867027, 35.27265144102018, -119.43390453503598, 35.27774892754245]",GAO,production,2023-05-14 20:31:24.160985+00:00,2025-03-25 23:23:26.606985+00:00,jpl,,,,,551.2113272,234.4225844,1.428,,,,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/10/GAO20201110t195615p0000-1/GAO20201110t195615p0000-1_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/10/GAO20201110t195615p0000-1/GAO20201110t195615p0000-1_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2020/11/10/GAO20201110t195615p0000-1/GAO20201110t195615p0000-1_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/10/GAO20201110t195615p0000-1/GAO20201110t195615p0000-1_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/10/GAO20201110t195615p0000-1/GAO20201110t195615p0000-1_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAO20201110t193621p0000-A,35.29265665,-119.4513919,2020-11-10T19:56:15+00,Oil & Gas (1B2),CH4,mf,"[-119.45432538878885, 35.29044465301423, -119.44862537184024, 35.2950970666566]",GAO,production,2023-05-14 20:26:01.110339+00:00,2025-03-25 23:16:15.616824+00:00,jpl,,,,,40.69856029,18.27104183,1.454,,,,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/10/GAO20201110t195615p0000-A/GAO20201110t195615p0000-A_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/10/GAO20201110t195615p0000-A/GAO20201110t195615p0000-A_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2020/11/10/GAO20201110t195615p0000-A/GAO20201110t195615p0000-A_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/10/GAO20201110t195615p0000-A/GAO20201110t195615p0000-A_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/10/GAO20201110t195615p0000-A/GAO20201110t195615p0000-A_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAO20201110t185124p0000-A,35.273558,-119.346214,2020-11-10T19:36:21+00,Oil & Gas (1B2),CH4,mf,"[-119.34871996143612, 35.270916550717324, -119.34302098668843, 35.275569235646095]",GAO,production,2023-05-14 20:26:54.202608+00:00,2025-03-25 23:16:20.589990+00:00,jpl,,,,,172.0862528,127.1980432,1.133,,,,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/10/GAO20201110t193621p0000-A/GAO20201110t193621p0000-A_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/10/GAO20201110t193621p0000-A/GAO20201110t193621p0000-A_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2020/11/10/GAO20201110t193621p0000-A/GAO20201110t193621p0000-A_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/10/GAO20201110t193621p0000-A/GAO20201110t193621p0000-A_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/10/GAO20201110t193621p0000-A/GAO20201110t193621p0000-A_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAO20201110t183346p0000-A,35.577675,-119.006277,2020-11-10T18:51:24+00,Electricity Generation (1A1),CH4,mf,"[-119.00846500758678, 35.5757699611695, -119.00274351966769, 35.58042338025107]",GAO,production,2023-05-14 20:27:47.140733+00:00,2025-03-25 23:18:21.679840+00:00,jpl,,,,,104.1117488,45.79024949,1.733,,,,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/10/GAO20201110t185124p0000-A/GAO20201110t185124p0000-A_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/10/GAO20201110t185124p0000-A/GAO20201110t185124p0000-A_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2020/11/10/GAO20201110t185124p0000-A/GAO20201110t185124p0000-A_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/10/GAO20201110t185124p0000-A/GAO20201110t185124p0000-A_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/10/GAO20201110t185124p0000-A/GAO20201110t185124p0000-A_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAO20201110t182804p0000-A,35.502107,-119.08407,2020-11-10T18:33:46+00,Oil & Gas (1B2),CH4,mf,"[-119.08675040212971, 35.5001664514567, -119.08098463548798, 35.504819841593644]",GAO,production,2023-05-14 20:28:40.229113+00:00,2025-03-25 23:19:48.198925+00:00,jpl,,,,,115.0519848,75.6279819,1.494,,,,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/10/GAO20201110t183346p0000-A/GAO20201110t183346p0000-A_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/10/GAO20201110t183346p0000-A/GAO20201110t183346p0000-A_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2020/11/10/GAO20201110t183346p0000-A/GAO20201110t183346p0000-A_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/10/GAO20201110t183346p0000-A/GAO20201110t183346p0000-A_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/10/GAO20201110t183346p0000-A/GAO20201110t183346p0000-A_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAO20201110t182804p0000-B,35.554491,-119.096681,2020-11-10T18:28:04+00,Oil & Gas (1B2),CH4,mf,"[-119.0995667257395, 35.55223450599029, -119.09384726974275, 35.55692809982167]",GAO,production,2023-05-14 20:31:24.142892+00:00,2025-03-25 23:22:43.933270+00:00,jpl,,,,,239.6509565,159.6164039,1.345,,,,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/10/GAO20201110t182804p0000-A/GAO20201110t182804p0000-A_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/10/GAO20201110t182804p0000-A/GAO20201110t182804p0000-A_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2020/11/10/GAO20201110t182804p0000-A/GAO20201110t182804p0000-A_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/10/GAO20201110t182804p0000-A/GAO20201110t182804p0000-A_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/10/GAO20201110t182804p0000-A/GAO20201110t182804p0000-A_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAO20201110t182804p0000-C,35.52119952,-119.084354,2020-11-10T18:28:04+00,Oil & Gas (1B2),CH4,mf,"[-119.08709175125365, 35.5191051263538, -119.08137447958008, 35.523758403741134]",GAO,production,2023-05-14 20:27:47.142046+00:00,2025-03-25 23:18:25.870783+00:00,jpl,,,,,103.437772,62.86209747,1.463,,,,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/10/GAO20201110t182804p0000-B/GAO20201110t182804p0000-B_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/10/GAO20201110t182804p0000-B/GAO20201110t182804p0000-B_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2020/11/10/GAO20201110t182804p0000-B/GAO20201110t182804p0000-B_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/10/GAO20201110t182804p0000-B/GAO20201110t182804p0000-B_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/10/GAO20201110t182804p0000-B/GAO20201110t182804p0000-B_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAO20201110t182210p0000-A,35.50090168,-119.07108,2020-11-10T18:28:04+00,Oil & Gas (1B2),CH4,mf,"[-119.07411844469549, 35.49896405760607, -119.06840256088935, 35.50361737253692]",GAO,production,2023-05-14 20:31:24.147300+00:00,2025-03-25 23:22:53.559328+00:00,jpl,,,,,67.24035417,35.69032362,1.527,,,,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/10/GAO20201110t182804p0000-C/GAO20201110t182804p0000-C_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/10/GAO20201110t182804p0000-C/GAO20201110t182804p0000-C_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2020/11/10/GAO20201110t182804p0000-C/GAO20201110t182804p0000-C_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/10/GAO20201110t182804p0000-C/GAO20201110t182804p0000-C_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/10/GAO20201110t182804p0000-C/GAO20201110t182804p0000-C_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAO20201110t181619p0000-A,35.4297707926191,-118.993410676457,2020-11-10T18:22:10+00,Electricity Generation (1A1),CO2,mfal,"[-118.99534156432503, 35.42885037363191, -118.98958062498635, 35.4335039925462]",GAO,production,2025-02-11 23:03:31.828517+00:00,2025-03-25 23:13:49.178966+00:00,v1,0.20.2,,,,,,1.75309244791667,0.679360536391916,258.019427520732,14.2931712217438,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-co2-mfa-v002/2020/11/10/GAO20201110t182210p0000-A/GAO20201110t182210p0000-A_l3a-vis-co2-mfa-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-co2-mfa-v002/2020/11/10/GAO20201110t182210p0000-A/GAO20201110t182210p0000-A_l3a-vis-co2-mfa-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-co2-mfal-v1/2020/11/10/GAO20201110t182210p0000-A/GAO20201110t182210p0000-A_l3a-ime-co2-mfal-v1_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-co2-mfa-v002/2020/11/10/GAO20201110t182210p0000-A/GAO20201110t182210p0000-A_l3a-vis-co2-mfa-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-co2-mfa-v002/2020/11/10/GAO20201110t182210p0000-A/GAO20201110t182210p0000-A_l3a-vis-co2-mfa-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAO20201109t205112p0000-A,35.516012,-119.038648,2020-11-10T18:16:19+00,Oil & Gas (1B2),CH4,mf,"[-119.04132805138487, 35.51473361912935, -119.03566068258782, 35.51934653303104]",GAO,production,2023-05-14 20:31:24.137533+00:00,2025-03-25 23:22:32.826426+00:00,jpl,,,,,172.5115774,124.2767812,1.62,,,,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/10/GAO20201110t181619p0000-A/GAO20201110t181619p0000-A_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/10/GAO20201110t181619p0000-A/GAO20201110t181619p0000-A_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2020/11/10/GAO20201110t181619p0000-A/GAO20201110t181619p0000-A_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/10/GAO20201110t181619p0000-A/GAO20201110t181619p0000-A_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/10/GAO20201110t181619p0000-A/GAO20201110t181619p0000-A_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAO20201109t195849p0000-A,35.531847,-119.778746,2020-11-09T20:51:12+00,Oil & Gas (1B2),CH4,mf,"[-119.78159168363153, 35.5292453963584, -119.77587570254795, 35.533937483407605]",GAO,production,2023-05-14 20:31:24.138021+00:00,2025-03-25 23:22:34.028752+00:00,jpl,,,,,87.66158096,14.54499474,2.238,,,,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/09/GAO20201109t205112p0000-A/GAO20201109t205112p0000-A_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/09/GAO20201109t205112p0000-A/GAO20201109t205112p0000-A_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2020/11/09/GAO20201109t205112p0000-A/GAO20201109t205112p0000-A_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/09/GAO20201109t205112p0000-A/GAO20201109t205112p0000-A_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/09/GAO20201109t205112p0000-A/GAO20201109t205112p0000-A_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAO20201109t192053p0000-3,35.28569465,-119.3919145,2020-11-09T19:58:49+00,Oil & Gas (1B2),CH4,mf,"[-119.3944518935822, 35.283529767025925, -119.38875217577807, 35.28818233389379]",GAO,production,2023-05-14 20:29:35.912658+00:00,2025-03-25 23:21:00.232017+00:00,jpl,,,,,200.9700004,60.48637039,2.213,,,,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/09/GAO20201109t195849p0000-A/GAO20201109t195849p0000-A_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/09/GAO20201109t195849p0000-A/GAO20201109t195849p0000-A_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2020/11/09/GAO20201109t195849p0000-A/GAO20201109t195849p0000-A_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/09/GAO20201109t195849p0000-A/GAO20201109t195849p0000-A_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/09/GAO20201109t195849p0000-A/GAO20201109t195849p0000-A_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAO20201109t192053p0000-A,35.30393231,-119.526302,2020-11-09T19:20:53+00,Oil & Gas (1B2),CH4,mf,"[-119.5291236271712, 35.30119696235043, -119.52342296603304, 35.30588973741857]",GAO,production,2023-05-14 20:26:01.104464+00:00,2025-03-25 23:16:00.572342+00:00,jpl,,,,,261.465942,94.86083788,2.387,,,,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/09/GAO20201109t192053p0000-3/GAO20201109t192053p0000-3_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/09/GAO20201109t192053p0000-3/GAO20201109t192053p0000-3_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2020/11/09/GAO20201109t192053p0000-3/GAO20201109t192053p0000-3_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/09/GAO20201109t192053p0000-3/GAO20201109t192053p0000-3_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/09/GAO20201109t192053p0000-3/GAO20201109t192053p0000-3_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAO20201109t185925p0000-A,35.28538697,-119.5091527,2020-11-09T19:20:53+00,Oil & Gas (1B2),CH4,mf,"[-119.51211308792962, 35.282404837246496, -119.50636412718585, 35.28705720994374]",GAO,production,2023-05-14 20:27:47.123796+00:00,2025-03-25 23:17:33.009355+00:00,jpl,,,,,226.9453806,36.78492644,2.469,,,,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/09/GAO20201109t192053p0000-A/GAO20201109t192053p0000-A_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/09/GAO20201109t192053p0000-A/GAO20201109t192053p0000-A_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2020/11/09/GAO20201109t192053p0000-A/GAO20201109t192053p0000-A_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/09/GAO20201109t192053p0000-A/GAO20201109t192053p0000-A_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/09/GAO20201109t192053p0000-A/GAO20201109t192053p0000-A_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAO20201109t185925p0000-Z,35.34331011,-119.6423798,2020-11-09T18:59:25+00,Oil & Gas (1B2),CH4,mf,"[-119.64481071603237, 35.34062646873164, -119.63905795276658, 35.34531902049615]",GAO,production,2023-05-14 20:26:01.109812+00:00,2025-03-25 23:16:14.275162+00:00,jpl,,,,,83.53241371,36.6971392,1.985,,,,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/09/GAO20201109t185925p0000-A/GAO20201109t185925p0000-A_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/09/GAO20201109t185925p0000-A/GAO20201109t185925p0000-A_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2020/11/09/GAO20201109t185925p0000-A/GAO20201109t185925p0000-A_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/09/GAO20201109t185925p0000-A/GAO20201109t185925p0000-A_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/09/GAO20201109t185925p0000-A/GAO20201109t185925p0000-A_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAO20201109t184716p0000-5,35.359127,-119.66102,2020-11-09T18:59:25+00,Oil & Gas (1B2),CH4,mf,"[-119.66374592016797, 35.3564360263015, -119.65804183182019, 35.361128414727666]",GAO,production,2023-05-14 20:31:24.152780+00:00,2025-03-25 23:23:06.241606+00:00,jpl,,,,,151.0304587,74.39909142,1.849,,,,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/09/GAO20201109t185925p0000-Z/GAO20201109t185925p0000-Z_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/09/GAO20201109t185925p0000-Z/GAO20201109t185925p0000-Z_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2020/11/09/GAO20201109t185925p0000-Z/GAO20201109t185925p0000-Z_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/09/GAO20201109t185925p0000-Z/GAO20201109t185925p0000-Z_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/11/09/GAO20201109t185925p0000-Z/GAO20201109t185925p0000-Z_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
